SK_CLIENTE;ID_CLIENTE_ORIGEM;NOME_CLIENTE;TIPO_CLIENTE;CPF_CNPJ;SEXO;FAIXA_ETARIA;DATA_NASCIMENTO;CIDADE;ESTADO;PAIS;SEGMENTO_CLIENTE;DATA_CADASTRO;DATA_INICIO_VIGENCIA;DATA_FIM_VIGENCIA;FL_REGISTRO_ATUAL;FL_ATIVO;DATA_CARGA;DATA_ATUALIZACAO_DW
411;CLI00411;Natália Rodrigues Santos;PF;711.229.408-14;Feminino;18-25;1970-02-02;Serra;ES;Brasil;Ocasional;2021-01-12;2025-01-01;;S;S;2026-07-01 10:00:00;
412;CLI00412;Felipe Santos Almeida;PF;209.285.302-87;Masculino;26-35;1983-02-28;Salvador;BA;Brasil;Ocasional;2022-10-24;2025-01-01;;S;S;2026-07-01 10:00:00;
413;CLI00413;Otávio Pereira Almeida;PF;594.125.789-32;Feminino;26-35;1969-06-21;Serra;ES;Brasil;Novo;2022-01-12;2025-01-01;;S;S;2026-07-01 10:00:00;
414;CLI00414;William Gomes Lima;PF;901.550.660-83;Feminino;51+;1988-01-20;Curitiba;PR;Brasil;Varejo;2022-10-14;2025-01-01;;S;S;2026-07-01 10:00:00;
415;CLI00415;Sofia Oliveira Azevedo;PF;905.674.628-28;Masculino;26-35;2004-07-06;Serra;ES;Brasil;Atacado;2021-01-25;2025-01-01;;S;S;2026-07-01 10:00:00;
416;CLI00416;Sofia Silva Azevedo;PJ;524.822.785-34;Não informado;51+;2006-11-14;Curitiba;PR;Brasil;Novo;2021-10-02;2025-01-01;;S;S;2026-07-01 10:00:00;
417;CLI00417;William Oliveira Costa;PJ;295.375.316-95;Não informado;18-25;1997-12-11;Curitiba;PR;Brasil;Varejo;2021-11-12;2025-01-01;;S;S;2026-07-01 10:00:00;
418;CLI00418;Isabela Martins Ferreira;PJ;262.687.978-79;Masculino;36-50;1965-08-27;Serra;ES;Brasil;Recorrente;2022-08-09;2025-01-01;;S;S;2026-07-01 10:00:00;
419;CLI00419;Carla Ferreira Rodrigues;PJ;700.619.537-10;Feminino;26-35;1966-07-09;Vitória;ES;Brasil;Atacado;2022-07-25;2025-01-01;;S;S;2026-07-01 10:00:00;
420;CLI00420;Patrícia Lima Rocha;PJ;183.847.559-93;Masculino;18-25;1962-08-27;Belo Horizonte;MG;Brasil;Recorrente;2024-08-21;2025-01-01;;S;S;2026-07-01 10:00:00;
421;CLI00421;Isabela Pereira Martins;PJ;310.620.612-77;Masculino;36-50;1989-11-28;Curitiba;PR;Brasil;Novo;2021-03-04;2025-01-01;;S;S;2026-07-01 10:00:00;
422;CLI00422;Rafael Santos Silva;PF;930.795.402-16;Não informado;26-35;1982-11-28;Salvador;BA;Brasil;Recorrente;2023-07-20;2025-01-01;;S;S;2026-07-01 10:00:00;
423;CLI00423;Sofia Silva Almeida;PJ;126.188.183-14;Feminino;51+;1998-08-23;Vitória;ES;Brasil;Varejo;2023-05-17;2025-01-01;;S;S;2026-07-01 10:00:00;
424;CLI00424;Larissa Azevedo Lima;PF;239.760.934-25;Não informado;26-35;1992-05-11;São Paulo;SP;Brasil;Recorrente;2023-10-03;2025-01-01;;S;S;2026-07-01 10:00:00;
425;CLI00425;Rafael Azevedo Martins;PF;356.365.162-38;Feminino;36-50;1964-11-13;Recife;PE;Brasil;Recorrente;2024-06-14;2025-01-01;;S;S;2026-07-01 10:00:00;
426;CLI00426;Otávio Lima Almeida;PJ;798.161.862-59;Feminino;51+;1990-09-07;Belo Horizonte;MG;Brasil;Recorrente;2022-01-31;2025-01-01;;S;S;2026-07-01 10:00:00;
427;CLI00427;Diego Nascimento Costa;PJ;271.240.581-70;Masculino;36-50;1996-06-04;Recife;PE;Brasil;Atacado;2023-03-01;2025-01-01;;S;S;2026-07-01 10:00:00;
428;CLI00428;Felipe Costa Lima;PF;476.488.214-27;Masculino;36-50;1981-07-19;São Paulo;SP;Brasil;Ocasional;2024-11-04;2025-01-01;;S;S;2026-07-01 10:00:00;
429;CLI00429;Larissa Souza Almeida;PF;391.566.744-57;Não informado;36-50;1990-11-07;São Paulo;SP;Brasil;Ocasional;2023-12-13;2025-01-01;;S;S;2026-07-01 10:00:00;
430;CLI00430;William Souza Pereira;PJ;826.350.826-85;Feminino;51+;1960-04-18;Vitória;ES;Brasil;Recorrente;2022-02-12;2025-01-01;;S;S;2026-07-01 10:00:00;
431;CLI00431;Sofia Gomes Santos;PF;785.213.800-46;Feminino;26-35;2003-10-23;Serra;ES;Brasil;Ocasional;2024-09-23;2025-01-01;;S;S;2026-07-01 10:00:00;
432;CLI00432;Otávio Santos Pereira;PJ;682.809.109-75;Masculino;36-50;2005-10-18;São Paulo;SP;Brasil;Premium;2021-10-16;2025-01-01;;S;S;2026-07-01 10:00:00;
433;CLI00433;Gabriela Oliveira Lima;PF;204.315.224-44;Não informado;36-50;2003-07-13;Serra;ES;Brasil;Premium;2021-08-29;2025-01-01;;S;S;2026-07-01 10:00:00;
434;CLI00434;Otávio Santos Azevedo;PJ;626.251.538-56;Não informado;18-25;1961-01-14;Salvador;BA;Brasil;Recorrente;2022-12-02;2025-01-01;;S;S;2026-07-01 10:00:00;
435;CLI00435;Marcos Nascimento Oliveira;PJ;478.361.656-28;Feminino;26-35;1969-03-04;Vitória;ES;Brasil;Recorrente;2023-04-09;2025-01-01;;S;S;2026-07-01 10:00:00;
436;CLI00436;Sofia Ferreira Ferreira;PF;673.608.522-69;Não informado;18-25;2006-01-08;Salvador;BA;Brasil;Recorrente;2023-09-05;2025-01-01;;S;S;2026-07-01 10:00:00;
437;CLI00437;Ana Souza Lima;PJ;347.892.194-71;Não informado;51+;1987-06-16;Serra;ES;Brasil;Recorrente;2021-03-31;2025-01-01;;S;S;2026-07-01 10:00:00;
438;CLI00438;Bruno Almeida Nascimento;PF;138.718.285-35;Feminino;36-50;1965-06-25;Vitória;ES;Brasil;Ocasional;2021-05-14;2025-01-01;;S;S;2026-07-01 10:00:00;
439;CLI00439;Carla Rodrigues Martins;PJ;175.624.897-67;Feminino;26-35;1971-05-14;Curitiba;PR;Brasil;Premium;2021-01-16;2025-01-01;;S;S;2026-07-01 10:00:00;
440;CLI00440;Sofia Rodrigues Lima;PF;701.146.609-25;Não informado;26-35;2000-01-10;Serra;ES;Brasil;Ocasional;2024-09-26;2025-01-01;;S;S;2026-07-01 10:00:00;
441;CLI00441;Diego Nascimento Rocha;PF;622.514.272-39;Não informado;26-35;1987-05-22;Recife;PE;Brasil;Premium;2023-08-29;2025-01-01;;S;S;2026-07-01 10:00:00;
442;CLI00442;Patrícia Silva Rocha;PF;777.507.203-35;Masculino;18-25;1994-11-10;Curitiba;PR;Brasil;Ocasional;2023-08-12;2025-01-01;;S;S;2026-07-01 10:00:00;
443;CLI00443;Isabela Gomes Gomes;PJ;327.138.510-63;Não informado;51+;1964-03-03;Vitória;ES;Brasil;Premium;2021-12-16;2025-01-01;;S;S;2026-07-01 10:00:00;
444;CLI00444;Gabriela Pereira Lima;PF;491.614.796-72;Masculino;26-35;1966-11-16;Recife;PE;Brasil;Ocasional;2024-08-25;2025-01-01;;S;S;2026-07-01 10:00:00;
445;CLI00445;Vanessa Azevedo Lima;PJ;229.244.168-71;Masculino;26-35;2002-11-01;São Paulo;SP;Brasil;Atacado;2020-12-20;2025-01-01;;S;S;2026-07-01 10:00:00;
446;CLI00446;Bruno Martins Rocha;PF;215.921.429-40;Feminino;26-35;1997-12-09;Curitiba;PR;Brasil;Recorrente;2021-02-07;2025-01-01;;S;S;2026-07-01 10:00:00;
447;CLI00447;Marcos Rodrigues Rocha;PJ;265.548.548-32;Feminino;26-35;1965-09-24;Salvador;BA;Brasil;Recorrente;2021-06-07;2025-01-01;;S;S;2026-07-01 10:00:00;
448;CLI00448;Eduarda Gomes Azevedo;PJ;834.219.217-58;Feminino;26-35;1960-03-02;Curitiba;PR;Brasil;Premium;2023-04-16;2025-01-01;;S;S;2026-07-01 10:00:00;
449;CLI00449;Vanessa Costa Azevedo;PJ;759.903.959-82;Não informado;26-35;1979-09-07;Recife;PE;Brasil;Varejo;2023-02-11;2025-01-01;;S;S;2026-07-01 10:00:00;
450;CLI00450;Eduarda Costa Costa;PF;734.384.775-74;Feminino;18-25;1986-07-22;São Paulo;SP;Brasil;Premium;2022-01-08;2025-01-01;;S;S;2026-07-01 10:00:00;
451;CLI00451;João Pereira Santos;PJ;899.483.629-70;Feminino;51+;1994-05-10;Salvador;BA;Brasil;Varejo;2024-10-28;2025-01-01;;S;S;2026-07-01 10:00:00;
452;CLI00452;Isabela Almeida Costa;PF;846.562.982-55;Não informado;36-50;1989-06-03;Curitiba;PR;Brasil;Varejo;2021-05-03;2025-01-01;;S;S;2026-07-01 10:00:00;
453;CLI00453;Gabriela Azevedo Souza;PJ;770.852.792-42;Não informado;36-50;2004-01-09;Serra;ES;Brasil;Ocasional;2022-12-25;2025-01-01;;S;S;2026-07-01 10:00:00;
454;CLI00454;Otávio Silva Rodrigues;PJ;923.914.334-53;Masculino;51+;1966-12-26;São Paulo;SP;Brasil;Novo;2024-06-06;2025-01-01;;S;S;2026-07-01 10:00:00;
455;CLI00455;Marcos Souza Pereira;PJ;144.829.234-53;Masculino;51+;1978-07-05;Curitiba;PR;Brasil;Recorrente;2021-05-29;2025-01-01;;S;S;2026-07-01 10:00:00;
456;CLI00456;Felipe Rocha Oliveira;PJ;387.162.790-41;Masculino;18-25;1971-01-14;Salvador;BA;Brasil;Recorrente;2024-02-25;2025-01-01;;S;S;2026-07-01 10:00:00;
457;CLI00457;Marcos Nascimento Santos;PF;378.550.622-60;Não informado;36-50;1961-07-13;São Paulo;SP;Brasil;Novo;2024-12-10;2025-01-01;;S;S;2026-07-01 10:00:00;
458;CLI00458;Marcos Santos Martins;PJ;440.229.795-14;Não informado;26-35;1973-01-19;Rio de Janeiro;RJ;Brasil;Ocasional;2024-06-14;2025-01-01;;S;S;2026-07-01 10:00:00;
459;CLI00459;Gabriela Rocha Azevedo;PF;338.582.700-83;Masculino;18-25;1962-10-11;Vitória;ES;Brasil;Atacado;2022-06-04;2025-01-01;;S;S;2026-07-01 10:00:00;
460;CLI00460;Diego Souza Souza;PJ;418.526.471-11;Feminino;18-25;1981-07-08;Salvador;BA;Brasil;Recorrente;2023-02-18;2025-01-01;;S;S;2026-07-01 10:00:00;
461;CLI00461;Vanessa Souza Rodrigues;PF;632.915.663-48;Masculino;51+;2005-08-15;Serra;ES;Brasil;Premium;2021-04-14;2025-01-01;;S;S;2026-07-01 10:00:00;
462;CLI00462;Natália Almeida Souza;PF;896.713.962-70;Não informado;51+;1970-02-09;Recife;PE;Brasil;Premium;2023-04-06;2025-01-01;;S;S;2026-07-01 10:00:00;
463;CLI00463;Patrícia Azevedo Souza;PF;169.195.193-33;Masculino;18-25;1987-07-17;Recife;PE;Brasil;Ocasional;2021-01-25;2025-01-01;;S;S;2026-07-01 10:00:00;
464;CLI00464;Marcos Nascimento Costa;PF;202.622.640-73;Feminino;36-50;1978-09-07;Rio de Janeiro;RJ;Brasil;Novo;2022-12-31;2025-01-01;;S;S;2026-07-01 10:00:00;
465;CLI00465;Larissa Ferreira Ferreira;PJ;390.879.186-89;Não informado;36-50;1967-06-22;Curitiba;PR;Brasil;Recorrente;2023-03-01;2025-01-01;;S;S;2026-07-01 10:00:00;
466;CLI00466;Diego Costa Oliveira;PJ;123.469.327-61;Feminino;26-35;2002-04-22;Recife;PE;Brasil;Ocasional;2022-09-23;2025-01-01;;S;S;2026-07-01 10:00:00;
467;CLI00467;Isabela Souza Oliveira;PJ;268.951.483-17;Feminino;51+;1974-06-22;Salvador;BA;Brasil;Varejo;2024-10-07;2025-01-01;;S;S;2026-07-01 10:00:00;
468;CLI00468;Rafael Nascimento Almeida;PF;654.277.169-92;Feminino;26-35;1976-11-17;São Paulo;SP;Brasil;Varejo;2021-07-26;2025-01-01;;S;S;2026-07-01 10:00:00;
469;CLI00469;Felipe Gomes Nascimento;PJ;397.663.647-27;Não informado;51+;2006-10-04;São Paulo;SP;Brasil;Ocasional;2023-04-10;2025-01-01;;S;S;2026-07-01 10:00:00;
470;CLI00470;João Gomes Souza;PF;787.553.860-50;Não informado;26-35;1983-08-15;São Paulo;SP;Brasil;Premium;2021-05-06;2025-01-01;;S;S;2026-07-01 10:00:00;
471;CLI00471;Diego Santos Ferreira;PF;706.805.624-28;Masculino;18-25;1971-09-01;Serra;ES;Brasil;Atacado;2023-09-19;2025-01-01;;S;S;2026-07-01 10:00:00;
472;CLI00472;Patrícia Santos Azevedo;PJ;645.344.983-33;Feminino;36-50;2000-06-20;Serra;ES;Brasil;Recorrente;2023-02-12;2025-01-01;;S;S;2026-07-01 10:00:00;
473;CLI00473;Marcos Santos Lima;PF;123.739.836-25;Feminino;26-35;2004-05-22;Belo Horizonte;MG;Brasil;Ocasional;2024-07-07;2025-01-01;;S;S;2026-07-01 10:00:00;
474;CLI00474;Gabriela Almeida Ferreira;PJ;666.105.930-17;Não informado;36-50;1974-05-03;Recife;PE;Brasil;Atacado;2021-08-20;2025-01-01;;S;S;2026-07-01 10:00:00;
475;CLI00475;Eduarda Rodrigues Rocha;PJ;485.904.925-68;Feminino;26-35;1977-05-24;Rio de Janeiro;RJ;Brasil;Recorrente;2021-02-08;2025-01-01;;S;S;2026-07-01 10:00:00;
476;CLI00476;João Rodrigues Silva;PF;197.322.550-57;Masculino;36-50;1992-08-01;Curitiba;PR;Brasil;Novo;2023-10-30;2025-01-01;;S;S;2026-07-01 10:00:00;
477;CLI00477;Felipe Costa Almeida;PJ;260.637.882-29;Masculino;26-35;1990-09-07;Rio de Janeiro;RJ;Brasil;Varejo;2020-12-14;2025-01-01;;S;S;2026-07-01 10:00:00;
478;CLI00478;Henrique Costa Ferreira;PF;370.382.456-91;Feminino;51+;1978-07-19;Rio de Janeiro;RJ;Brasil;Ocasional;2022-07-21;2025-01-01;;S;S;2026-07-01 10:00:00;
479;CLI00479;Ana Azevedo Martins;PJ;360.912.950-27;Não informado;26-35;2004-03-10;Vitória;ES;Brasil;Varejo;2022-07-25;2025-01-01;;S;S;2026-07-01 10:00:00;
480;CLI00480;Patrícia Rodrigues Azevedo;PJ;293.968.203-29;Masculino;26-35;1992-03-11;Rio de Janeiro;RJ;Brasil;Varejo;2022-07-28;2025-01-01;;S;S;2026-07-01 10:00:00;
481;CLI00481;Natália Pereira Oliveira;PF;287.839.691-34;Feminino;51+;1997-09-07;Recife;PE;Brasil;Varejo;2022-03-07;2025-01-01;;S;S;2026-07-01 10:00:00;
482;CLI00482;Rafael Azevedo Santos;PF;992.304.554-14;Não informado;18-25;1994-07-07;Belo Horizonte;MG;Brasil;Varejo;2020-12-05;2025-01-01;;S;S;2026-07-01 10:00:00;
483;CLI00483;William Souza Ferreira;PF;763.455.480-23;Masculino;18-25;2001-03-23;Belo Horizonte;MG;Brasil;Recorrente;2023-08-03;2025-01-01;;S;S;2026-07-01 10:00:00;
484;CLI00484;Thiago Martins Rocha;PF;161.959.686-16;Feminino;26-35;1973-02-09;Belo Horizonte;MG;Brasil;Premium;2023-07-13;2025-01-01;;S;S;2026-07-01 10:00:00;
485;CLI00485;Rafael Oliveira Pereira;PF;407.572.328-57;Feminino;51+;1967-04-28;Serra;ES;Brasil;Premium;2023-02-27;2025-01-01;;S;S;2026-07-01 10:00:00;
486;CLI00486;Diego Almeida Rocha;PJ;899.123.330-36;Masculino;18-25;1980-07-14;Salvador;BA;Brasil;Recorrente;2023-04-03;2025-01-01;;S;S;2026-07-01 10:00:00;
487;CLI00487;Otávio Santos Ferreira;PJ;793.547.698-77;Masculino;36-50;1971-07-27;Salvador;BA;Brasil;Recorrente;2021-04-19;2025-01-01;;S;S;2026-07-01 10:00:00;
488;CLI00488;Bruno Nascimento Souza;PJ;688.350.670-75;Feminino;18-25;2003-06-14;Serra;ES;Brasil;Premium;2023-07-21;2025-01-01;;S;S;2026-07-01 10:00:00;
489;CLI00489;Rafael Gomes Oliveira;PF;581.937.234-48;Masculino;26-35;1969-11-13;Serra;ES;Brasil;Varejo;2023-05-06;2025-01-01;;S;S;2026-07-01 10:00:00;
490;CLI00490;Ana Rodrigues Almeida;PJ;632.711.337-53;Feminino;26-35;1963-11-03;Belo Horizonte;MG;Brasil;Premium;2023-05-08;2025-01-01;;S;S;2026-07-01 10:00:00;
491;CLI00491;João Martins Nascimento;PF;218.193.848-92;Feminino;36-50;1961-12-12;São Paulo;SP;Brasil;Atacado;2022-10-16;2025-01-01;;S;S;2026-07-01 10:00:00;
492;CLI00492;Sofia Rocha Rodrigues;PF;220.635.575-48;Masculino;51+;1984-02-14;Rio de Janeiro;RJ;Brasil;Novo;2023-11-19;2025-01-01;;S;S;2026-07-01 10:00:00;
493;CLI00493;Larissa Almeida Gomes;PJ;502.631.873-81;Masculino;18-25;1997-01-21;Recife;PE;Brasil;Ocasional;2023-11-13;2025-01-01;;S;S;2026-07-01 10:00:00;
494;CLI00494;Eduarda Almeida Rodrigues;PJ;470.256.717-76;Feminino;51+;1969-05-27;Rio de Janeiro;RJ;Brasil;Premium;2021-11-10;2025-01-01;;S;S;2026-07-01 10:00:00;
495;CLI00495;Ana Rodrigues Santos;PF;728.555.779-48;Não informado;51+;2005-02-04;Vitória;ES;Brasil;Novo;2023-04-25;2025-01-01;;S;S;2026-07-01 10:00:00;
496;CLI00496;Sofia Rocha Azevedo;PF;930.484.472-26;Masculino;18-25;1961-01-05;Rio de Janeiro;RJ;Brasil;Varejo;2024-07-19;2025-01-01;;S;S;2026-07-01 10:00:00;
497;CLI00497;Carla Nascimento Souza;PF;240.396.940-63;Masculino;36-50;1997-04-11;Serra;ES;Brasil;Atacado;2024-06-16;2025-01-01;;S;S;2026-07-01 10:00:00;
498;CLI00498;Thiago Gomes Rodrigues;PJ;711.159.983-24;Feminino;51+;1964-10-23;Rio de Janeiro;RJ;Brasil;Atacado;2020-12-17;2025-01-01;;S;S;2026-07-01 10:00:00;
499;CLI00499;Isabela Gomes Almeida;PJ;291.688.547-12;Masculino;51+;1997-06-10;Belo Horizonte;MG;Brasil;Varejo;2021-05-27;2025-01-01;;S;S;2026-07-01 10:00:00;
500;CLI00500;Sofia Santos Santos;PJ;448.334.477-24;Masculino;36-50;2006-05-12;Rio de Janeiro;RJ;Brasil;Novo;2022-02-16;2025-01-01;;S;S;2026-07-01 10:00:00;
